24,2008-02-02 06:00:00,116.47509,39.87846
24,2008-02-02 06:00:30,116.47524,39.87731
24,2008-02-02 06:01:00,116.47570,39.87866
24,2008-02-02 06:01:30,116.47587,39.87919
24,2008-02-02 06:02:00,116.47759,39.88090
24,2008-02-02 06:02:30,116.47682,39.88095
24,2008-02-02 06:03:00,116.47556,39.88079
24,2008-02-02 06:03:30,116.47556,39.88133
24,2008-02-02 06:04:00,116.47435,39.87975
24,2008-02-02 06:04:30,116.47590,39.87967
24,2008-02-02 06:05:00,116.47663,39.87993
24,2008-02-02 06:05:30,116.47692,39.87929
24,2008-02-02 06:06:00,116.47755,39.87908
24,2008-02-02 06:06:30,116.47753,39.87728
24,2008-02-02 06:07:00,116.47683,39.87646
24,2008-02-02 06:07:30,116.47556,39.87831
24,2008-02-02 06:08:00,116.47560,39.87755
24,2008-02-02 06:08:30,116.47527,39.87900
24,2008-02-02 06:09:00,116.47669,39.87998
24,2008-02-02 06:09:30,116.47626,39.87922
24,2008-02-02 06:10:00,116.47760,39.87865
24,2008-02-02 06:10:30,116.47683,39.87682
24,2008-02-02 06:11:00,116.47709,39.87754
24,2008-02-02 06:11:30,116.47725,39.87729
24,2008-02-02 06:12:00,116.47697,39.87608
24,2008-02-02 06:12:30,116.47858,39.87608
24,2008-02-02 06:13:00,116.48005,39.87513
24,2008-02-02 06:13:30,116.47813,39.87570
24,2008-02-02 06:14:00,116.47627,39.87660
24,2008-02-02 06:14:30,116.47776,39.87859
24,2008-02-02 06:15:00,116.47679,39.87778
24,2008-02-02 06:15:30,116.47622,39.87731
24,2008-02-02 06:16:00,116.47549,39.87680
24,2008-02-02 06:16:30,116.47415,39.87728
24,2008-02-02 06:17:00,116.47540,39.87866
24,2008-02-02 06:17:30,116.47681,39.87857
24,2008-02-02 06:18:00,116.47488,39.87756
24,2008-02-02 06:18:30,116.47471,39.87804
24,2008-02-02 06:19:00,116.47631,39.87830
24,2008-02-02 06:19:30,116.47685,39.88018
24,2008-02-02 06:20:00,116.47518,39.88124
24,2008-02-02 06:20:30,116.47611,39.87988
24,2008-02-02 06:21:00,116.47590,39.87961
24,2008-02-02 06:21:30,116.47633,39.87884
24,2008-02-02 06:22:00,116.47684,39.87758
24,2008-02-02 06:22:30,116.47509,39.87628
24,2008-02-02 06:23:00,116.47402,39.87560
24,2008-02-02 06:23:30,116.47224,39.87716
24,2008-02-02 06:24:00,116.47243,39.87586
24,2008-02-02 06:24:30,116.47061,39.87579
24,2008-02-02 06:25:00,116.47257,39.87382
24,2008-02-02 06:25:30,116.47203,39.87445
24,2008-02-02 06:26:00,116.47109,39.87433
24,2008-02-02 06:26:30,116.47169,39.87371
24,2008-02-02 06:27:00,116.47043,39.87524
24,2008-02-02 06:27:30,116.46891,39.87661
24,2008-02-02 06:28:00,116.46706,39.87547
24,2008-02-02 06:28:30,116.46873,39.87403
24,2008-02-02 06:29:00,116.46704,39.87387
24,2008-02-02 06:29:30,116.46856,39.87571
24,2008-02-02 06:30:00,116.47029,39.87672
24,2008-02-02 06:30:30,116.47164,39.87560
24,2008-02-02 06:31:00,116.47312,39.87636
24,2008-02-02 06:31:30,116.47250,39.87755
24,2008-02-02 06:32:00,116.47155,39.87865
24,2008-02-02 06:32:30,116.46998,39.87796
24,2008-02-02 06:33:00,116.46915,39.87970
24,2008-02-02 06:33:30,116.46871,39.87979
24,2008-02-02 06:34:00,116.46805,39.88163
24,2008-02-02 06:34:30,116.46947,39.88274
24,2008-02-02 06:35:00,116.46899,39.88248
24,2008-02-02 06:35:30,116.47064,39.88347
24,2008-02-02 06:36:00,116.46955,39.88449
24,2008-02-02 06:36:30,116.46910,39.88605
24,2008-02-02 06:37:00,116.47042,39.88635
24,2008-02-02 06:37:30,116.47156,39.88511
24,2008-02-02 06:38:00,116.47313,39.88549
24,2008-02-02 06:38:30,116.47282,39.88418
24,2008-02-02 06:39:00,116.47089,39.88551
24,2008-02-02 06:39:30,116.47286,39.88396
24,2008-02-02 06:40:00,116.47476,39.88308
24,2008-02-02 06:40:30,116.47420,39.88181
24,2008-02-02 06:41:00,116.47483,39.88282
24,2008-02-02 06:41:30,116.47495,39.88315
24,2008-02-02 06:42:00,116.47389,39.88452
24,2008-02-02 06:42:30,116.47252,39.88429
24,2008-02-02 06:43:00,116.47152,39.88467
24,2008-02-02 06:43:30,116.47140,39.88401
24,2008-02-02 06:44:00,116.46977,39.88212
24,2008-02-02 06:44:30,116.46949,39.88286
24,2008-02-02 06:45:00,116.47026,39.88432
24,2008-02-02 06:45:30,116.47073,39.88235
24,2008-02-02 06:46:00,116.47186,39.88073
24,2008-02-02 06:46:30,116.47198,39.88269
24,2008-02-02 06:47:00,116.47093,39.88342
24,2008-02-02 06:47:30,116.47235,39.88317
24,2008-02-02 06:48:00,116.47142,39.88184
24,2008-02-02 06:48:30,116.47226,39.88163
24,2008-02-02 06:49:00,116.47398,39.88113
24,2008-02-02 06:49:30,116.47346,39.87951
24,2008-02-02 06:50:00,116.47236,39.88034
24,2008-02-02 06:50:30,116.47102,39.88097
24,2008-02-02 08:28:00,116.41944,39.93379
24,2008-02-02 08:28:30,116.41982,39.93312
24,2008-02-02 08:29:00,116.42160,39.93310
24,2008-02-02 08:29:30,116.42252,39.93409
24,2008-02-02 08:30:00,116.42272,39.93228
24,2008-02-02 08:30:30,116.42443,39.93215
24,2008-02-02 08:31:00,116.42351,39.93118
24,2008-02-02 08:31:30,116.42248,39.93082
24,2008-02-02 08:32:00,116.42391,39.92934
24,2008-02-02 08:32:30,116.42536,39.92957
24,2008-02-02 08:33:00,116.42449,39.93090
24,2008-02-02 08:33:30,116.42282,39.93109
24,2008-02-02 08:34:00,116.42244,39.93275
24,2008-02-02 08:34:30,116.42165,39.93232
24,2008-02-02 08:35:00,116.42065,39.93217
24,2008-02-02 08:35:30,116.42185,39.93166
24,2008-02-02 08:36:00,116.42107,39.93300
24,2008-02-02 08:36:30,116.42257,39.93288
24,2008-02-02 08:37:00,116.42412,39.93109
24,2008-02-02 08:37:30,116.42484,39.92997
24,2008-02-02 08:38:00,116.42505,39.93030
24,2008-02-02 08:38:30,116.42345,39.93173
24,2008-02-02 10:04:00,116.44944,39.82537
24,2008-02-02 10:04:30,116.44820,39.82497
24,2008-02-02 10:05:00,116.44656,39.82601
24,2008-02-02 10:05:30,116.44482,39.82607
24,2008-02-02 10:06:00,116.44522,39.82549
24,2008-02-02 10:06:30,116.44484,39.82572
24,2008-02-02 10:07:00,116.44375,39.82543
24,2008-02-02 10:07:30,116.44556,39.82526
24,2008-02-02 10:08:00,116.44414,39.82666
24,2008-02-02 10:08:30,116.44588,39.82478
24,2008-02-02 10:09:00,116.44603,39.82488
24,2008-02-02 10:09:30,116.44529,39.82601
24,2008-02-02 10:10:00,116.44716,39.82593
24,2008-02-02 10:10:30,116.44578,39.82662
24,2008-02-02 10:11:00,116.44459,39.82516
24,2008-02-02 10:11:30,116.44377,39.82622
24,2008-02-02 10:12:00,116.44555,39.82431
24,2008-02-02 10:12:30,116.44359,39.82299
24,2008-02-02 10:13:00,116.44253,39.82194
24,2008-02-02 10:13:30,116.44421,39.82162
24,2008-02-02 10:14:00,116.44404,39.82314
24,2008-02-02 10:14:30,116.44426,39.82278
24,2008-02-02 10:15:00,116.44247,39.82176
24,2008-02-02 10:15:30,116.44121,39.82351
24,2008-02-02 10:16:00,116.44110,39.82231
24,2008-02-02 10:16:30,116.43918,39.82227
24,2008-02-02 10:17:00,116.43869,39.82087
24,2008-02-02 10:17:30,116.43760,39.82160
24,2008-02-02 10:18:00,116.43783,39.82129
24,2008-02-02 10:18:30,116.43714,39.82285
24,2008-02-02 10:19:00,116.43709,39.82138
24,2008-02-02 10:19:30,116.43553,39.82237
24,2008-02-02 10:20:00,116.43360,39.82207
24,2008-02-02 10:20:30,116.43354,39.82020
24,2008-02-02 10:21:00,116.43492,39.81939
24,2008-02-02 10:21:30,116.43473,39.81980
24,2008-02-02 10:22:00,116.43472,39.81944
24,2008-02-02 10:22:30,116.43629,39.81760
24,2008-02-02 10:23:00,116.43502,39.81959
24,2008-02-02 10:23:30,116.43359,39.81807
24,2008-02-02 10:24:00,116.43424,39.81872
24,2008-02-02 10:24:30,116.43525,39.82011
24,2008-02-02 10:25:00,116.43570,39.81991
24,2008-02-02 10:25:30,116.43575,39.82066
24,2008-02-02 10:26:00,116.43633,39.82056
24,2008-02-02 10:26:30,116.43690,39.82079
24,2008-02-02 10:27:00,116.43778,39.82124
24,2008-02-02 10:27:30,116.43786,39.82181
24,2008-02-02 10:28:00,116.43766,39.82254
24,2008-02-02 10:28:30,116.43566,39.82151
24,2008-02-02 10:29:00,116.43603,39.82175
24,2008-02-02 10:29:30,116.43547,39.82364
24,2008-02-02 10:30:00,116.43428,39.82321
24,2008-02-02 10:30:30,116.43537,39.82150
24,2008-02-02 10:31:00,116.43581,39.82049
24,2008-02-02 10:31:30,116.43569,39.82124
24,2008-02-02 10:32:00,116.43547,39.82275
24,2008-02-02 10:32:30,116.43705,39.82189
24,2008-02-02 10:33:00,116.43571,39.82334
24,2008-02-02 10:33:30,116.43407,39.82144
24,2008-02-02 10:34:00,116.43596,39.82059
24,2008-02-02 10:34:30,116.43545,39.82082
24,2008-02-02 10:35:00,116.43526,39.82238
24,2008-02-02 10:35:30,116.43703,39.82164
24,2008-02-02 10:36:00,116.43840,39.82303
24,2008-02-02 10:36:30,116.43956,39.82308
24,2008-02-02 10:37:00,116.43985,39.82180
24,2008-02-02 10:37:30,116.43902,39.82374
24,2008-02-02 10:38:00,116.43898,39.82491
24,2008-02-02 10:38:30,116.44003,39.82307
24,2008-02-02 10:39:00,116.44056,39.82175
24,2008-02-02 10:39:30,116.44234,39.82009
24,2008-02-02 10:40:00,116.44125,39.81926
24,2008-02-02 10:40:30,116.44303,39.81777
24,2008-02-02 10:41:00,116.44400,39.81862
24,2008-02-02 10:41:30,116.44390,39.81862
24,2008-02-02 10:42:00,116.44414,39.81706
24,2008-02-02 10:42:30,116.44605,39.81605
24,2008-02-02 10:43:00,116.44570,39.81723
24,2008-02-02 10:43:30,116.44684,39.81584
24,2008-02-02 10:44:00,116.44560,39.81433
24,2008-02-02 10:44:30,116.44582,39.81317
24,2008-02-02 10:45:00,116.44508,39.81432
24,2008-02-02 10:45:30,116.44494,39.81266
